"id","Completed","Last page seen","Start language","Token","Date last action","Date started","Referrer URL","D1","D2","D3","D4","D4_1","D4_2","p2q1 [OS1]","p2q1 [OS2]","p2q1 [OS3]","p2q2 [OA1]","p2q2 [OA2]","p3q1E [OD1]","p3q1E [OD2]","p3q1E [OD3]","p3q1E [OD4]","p3q1E [OD5]","p3q1T [OD1]","p3q1T [OD2]","p3q1T [OD3]","p3q1T [OD6]","p3q1T [OD4]","p3q1T [OD5]","p3q2E [OD_E1]","p3q2E [OD_E2]","p3q2E [OD_E3]","p3q2E [OD_E4]","p3q2T [OD_E1]","p3q2T [OD_E2]","p3q2T [OD_E3]","p3q2T [OD_E5]","p3q2T [OD_E4]","p4q1T [1]","p4q1T [2]","p4q1T [3]","p4q1T [4]","p4q1T [5]","p4q1T [6]","p4q1T [7]","p4q1T [8]","p4q1T_O","p4q1E [1]","p4q1E [2]","p4q1E [3]","p4q1E [4]","p4q1E [5]","p4q1E [6]","p4q1E [7]","p4q1E_O","p4q2","p4q2_O","p5q1 [SQ002]","p5q1 [SQ001]","p5q1 [SQ004]","p5q1 [SQ005]","p5q1_N","p5q2 [1]","p5q2 [2]","p5q2 [3]","p5q2 [4]","p5q2 [5]","p5q2 [6]","p5q2 [7]","p5q2 [8]","p5q2 [9]","p6q1 [1]","p6q1 [2]","p6q1 [3]","p6q1 [4]","p6q2E [1]","p6q2E [2]","p6q2E [3]","p6q2E [4]","p6q2T [1]","p6q2T [2]","p6q2T [3]","p6q2T [4]","p7q1E [1]","p7q1E [2]","p7q1E [3]","p7q1E [4]","p7q1E [5]","p7q1T [1]","p7q1T [2]","p7q1T [3]","p7q2","p8q1 [1]","p8q1 [2]","p8q1 [3]","p8q1 [4]","p8q1 [5]","p8q1 [6]","p8q2 [1]","p8q2 [2]","p8q2 [3]","p8q2 [4]","p8q2 [5]","p8q2 [6]","p8q2 [7]","p8q3 [1]","p8q3 [2]","p8q3 [3]","p8q3 [4]","interviewtime","groupTime564","D1Time","D2Time","D3Time","D4Time","D4_1Time","D4_2Time","groupTime565","p2q1Time","p2q2Time","groupTime612","p3q1ETime","p3q1TTime","p3q2ETime","p3q2TTime","groupTime566","p4q1TTime","p4q1T_OTime","p4q1ETime","p4q1E_OTime","p4q2Time","p4q2_OTime","groupTime570","p5q1Time","p5q1_NTime","p5q2Time","groupTime568","p6q1Time","p6q2ETime","p6q2TTime","groupTime611","p7q1ETime","p7q1TTime","p7q2Time","groupTime571","p8q1Time","p8q2Time","p8q3Time"
"206","","2","en","","2018-04-23 13:00:30","2018-04-23 12:59:46","","Male","the United Kingdom of Great Britain and Northern Ireland","11 - 15 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neutral","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.55","25.52","0","0","0","0","0","0","19.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"218","","1","en","","2018-04-23 13:22:53","2018-04-23 13:22:28","","Female","Canada","5 - 10 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.55","25.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227","","1","en","","2018-04-23 13:43:57","2018-04-23 13:40:14","","Male","France","more than 20 years","Experiment","101 - 500 members","","","","","Strongly disagree","Strongly disagree","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222.43","48.14","0","0","0","0","0","0","174.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"231","","5","en","","2018-04-23 13:53:39","2018-04-23 13:51:13","","Prefer not to say","United States of America","11 - 15 years","Other","","","Strongly agree","Neutral","Strongly agree","Neutral","Neutral","No","No","No","No","Yes","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","","","","","No","No","No","Yes","No","No","No","No","","No","No","No","No","No","No","No","","Each collaboration or team should decide for their work.","","No","No","Yes","No","","Neutral","Neutral","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Affect a lot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148.49","22.58","0","0","0","0","0","0","28.47","0","0","34.86","0","0","0","0","20.67","0","0","0","0","0","0","41.91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235","","1","en","","2018-04-23 14:01:19","2018-04-23 13:55:47","","Female","Russian Federation","less than 5 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","332.81","332.81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","","5","en","","2018-04-23 14:24:29","2018-04-23 14:18:40","","Male","Italy","5 - 10 years","Experiment","> 500 members","","Strongly agree","Somewhat agree","Strongly agree","Neutral","Neutral","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Somewhat agree","Somewhat agree","Neutral","Somewhat disagree","","","","","","No","No","No","No","No","No","No","No","","No","Yes","Yes","Yes","Yes","No","No","","The HEP community as a whole should decide and set practices.","","Yes","Yes","No","No","","Affect a lot","Affect a lot","Somewhat affect","Somewhat affect","Neutral","Somewhat affect","Somewhat affect","Somewhat affect","Somewhat affect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350.6","23.72","0","0","0","0","0","0","51.55","0","0","50.83","0","0","0","0","57.39","0","0","0","0","0","0","167.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"245","","3","en","","2018-04-23 14:40:14","2018-04-23 14:27:07","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","Male","Israel","more than 20 years","Experiment","> 500 members","","Somewhat agree","Neutral","Somewhat agree","Strongly agree","Somewhat agree","Yes","No","No","No","No","No","No","No","No","No","No","Somewhat agree","Neutral","Somewhat disagree","Neutral","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","787.9899999999999","64.17","0","0","0","0","0","0","647.27","0","0","76.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247","","4","en","","2018-04-23 14:36:22","2018-04-23 14:32:51","","Male","Norway","more than 20 years","Theory","","","Somewhat agree","Neutral","Somewhat disagree","Neutral","Somewhat disagree","No","No","No","No","No","No","No","No","No","No","Yes","","","","","Neutral","Somewhat agree","Somewhat disagree","Somewhat disagree","Neutral","No","Yes","No","No","No","No","No","No","","No","No","No","No","No","No","No","","Each collaboration or team should decide for their work.","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212.76999999999998","24.01","0","0","0","0","0","0","76.69","0","0","63.18","0","0","0","0","48.89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"254","","0","en","","2018-04-23 14:49:53","2018-04-23 14:49:36","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.83","16.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"256","","5","en","","2018-04-23 14:56:30","2018-04-23 14:52:05","","Male","Netherlands","11 - 15 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Neutral","Neutral","No","No","No","No","Yes","No","No","No","No","No","No","Somewhat agree","Strongly agree","Neutral","Somewhat disagree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","Yes","No","No","No","","Each collaboration or team should decide for their work.","","No","Yes","No","No","","Somewhat affect","Neutral","Affect a lot","Neutral","Somewhat affect","Rarely affect","Rarely affect","Somewhat affect","Rarely affect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266.81","32.68","0","0","0","0","0","0","76.86","0","0","49.58","0","0","0","0","39.71","0","0","0","0","0","0","67.98","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"272","","1","en","","2018-04-23 15:56:34","2018-04-23 15:55:10","","Male","Germany","16 - 20 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.61","83.61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"284","","1","en","","2018-04-23 16:45:56","2018-04-23 16:45:29","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","Male","United States of America","5 - 10 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.87","26.87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"286","","0","en","","2018-04-23 16:56:09","2018-04-23 16:56:09","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"291","","4","en","","2018-04-23 17:31:24","2018-04-23 17:14:07","","Male","Ukraine","more than 20 years","Theory","","","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","No","No","No","No","No","No","No","Yes","Yes","No","No","","","","","Strongly agree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat disagree","No","No","No","No","No","Yes","No","No","","No","No","No","No","No","No","No","","Each collaboration or team should decide for their work.","","No","No","No","No","","Affect a lot","Somewhat affect","Rarely affect","Somewhat affect","Somewhat affect","Not at all affect","Somewhat affect","Neutral","Rarely affect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1038.95","125.01","0","0","0","0","0","0","265.14","0","0","296.38","0","0","0","0","104.76","0","0","0","0","0","0","247.66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"294","","5","en","","2018-04-23 17:32:46","2018-04-23 17:26:53","","Male","Brazil","more than 20 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neutral","Yes","No","No","No","No","No","No","No","No","No","No","Somewhat agree","Somewhat agree","Neutral","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","Yes","No","No","No","No","No","","Each collaboration or team should decide for their work.","","No","Yes","No","No","","Somewhat affect","Rarely affect","Neutral","Somewhat affect","Affect a lot","Somewhat affect","Somewhat affect","Rarely affect","Somewhat affect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","355.09","29.07","0","0","0","0","0","0","43.19","0","0","63.11","0","0","0","0","54.39","0","0","0","0","0","0","152.65","0","0","0","12.68","0","0","0","0","0","0","0","0","0","0","0"
"302","","1","en","","2018-04-23 18:39:23","2018-04-23 18:38:26","","Male","New Zealand","less than 5 years","Experiment","20 - 50 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.41","56.41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"306","","2","en","","2018-04-23 19:44:55","2018-04-23 19:00:43","","Male","United States of America","less than 5 years","Experiment","> 500 members","","Neutral","Strongly disagree","Somewhat agree","Strongly agree","Strongly disagree","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2651.33","23.85","0","0","0","0","0","0","2627.48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"312","","1","en","","2018-04-23 19:59:01","2018-04-23 19:58:21","","Male","Russian Federation","less than 5 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.42","39.42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317","","0","en","","2018-04-23 20:55:20","2018-04-23 20:55:20","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"319","","0","en","","2018-04-23 21:57:08","2018-04-23 21:57:08","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"327","","1","en","","2018-04-24 01:14:53","2018-04-24 01:14:22","","Male","United States of America","more than 20 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.53","30.53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"333","","7","en","","2018-04-24 08:11:54","2018-04-24 07:57:13","","Male","Russian Federation","more than 20 years","Experiment","101 - 500 members","","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","No","No","No","No","Yes","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","","","","","","No","No","No","No","No","No","No","No","","No","Yes","No","No","No","No","No","","Each individual researcher should decide for their work autonomously.","","No","Yes","No","No","","Rarely affect","Not at all affect","Somewhat affect","Somewhat affect","Affect a lot","Affect a lot","Somewhat affect","Somewhat affect","Not at all affect","Somewhat agree","Neutral","Neutral","Somewhat disagree","Somewhat agree","Neutral","Neutral","Neutral","","","","","Very helpful","Very helpful","Somewhat helpful","Very helpful","Somewhat helpful","","","","","","","","","","","","","","","","","","","","","","882.5999999999999","63.95","0","0","0","0","0","0","181.2","0","0","113.69","0","0","0","0","107.46","0","0","0","0","0","0","216.11","0","0","0","161.02","0","0","0","39.17","0","0","0","0","0","0","0"
"336","","1","en","","2018-04-24 09:48:45","2018-04-24 09:48:15","","Female","Portugal","16 - 20 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.48","29.48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"343","","1","en","","2018-04-24 11:04:46","2018-04-24 11:04:11","","Male","Germany","less than 5 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.46","34.46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"352","","0","en","","2018-04-24 13:36:29","2018-04-24 13:36:29","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"353","","0","en","","2018-04-24 13:40:11","2018-04-24 13:40:11","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"374","","0","en","","2018-04-25 02:52:33","2018-04-25 02:52:33","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"375","","0","en","","2018-04-25 05:04:38","2018-04-25 05:04:38","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"387","","2","en","","2018-04-25 19:00:20","2018-04-25 18:57:40","","Male","the United Kingdom of Great Britain and Northern Ireland","5 - 10 years","Experiment","> 500 members","","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Strongly disagree","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160.86","35.22","0","0","0","0","0","0","125.64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"392","","0","en","","2018-04-25 20:09:34","2018-04-25 20:09:34","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"396","","1","en","","2018-04-26 09:13:37","2018-04-26 09:12:47","","Male","Italy","less than 5 years","Experiment","20 - 50 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.13","50.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"401","","1","en","","2018-04-26 12:14:41","2018-04-26 12:14:10","","Female","Sweden","5 - 10 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.46","31.46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"405","","2","en","","2018-04-26 16:23:01","2018-04-26 16:21:17","","Female","Spain","5 - 10 years","Experiment","> 500 members","","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Neutral","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.66","29.21","0","0","0","0","0","0","75.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"408","","1","en","","2018-04-27 07:16:23","2018-04-27 07:10:44","","Male","United States of America","5 - 10 years","Experiment","101 - 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","338.69","338.69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"427","","0","en","","2018-04-30 22:47:43","2018-04-30 22:47:43","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"436","","0","en","","2018-05-02 11:35:23","2018-05-02 11:35:23","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"437","","0","en","","2018-05-02 14:01:31","2018-05-02 14:01:31","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"440","","0","en","","2018-05-02 20:11:54","2018-05-02 20:11:54","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"447","","1","en","","2018-05-04 13:39:48","2018-05-04 13:38:57","","Male","Italy","more than 20 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.36","51.36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"452","","0","en","","2018-05-05 00:52:31","2018-05-05 00:52:31","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"453","","1","en","","2018-05-05 14:22:00","2018-05-05 14:21:09","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","Male","Switzerland","more than 20 years","Experiment","> 500 members","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.37","51.37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"465","","0","en","","2018-05-08 10:53:23","2018-05-08 10:53:23","","","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","No","","","","","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","","","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
