id,Gender,Country,Seniority,Field,Field_S,Research_done,Submitted,Accepted,Published,After_publication,Not_appropriate,Other,Rev_data,Rev_code,Rev_Twiki,Rev_slides,Rev_workflow
278,Male,United States of America,5 - 10 years,Experiment,> 500 members,No,Yes,Yes,Yes,No,No,No,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful
279,Male,Republic of Korea,less than 5 years,Experiment,101 - 500 members,No,No,Yes,No,No,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful
280,Female,United States of America,less than 5 years,Experiment,> 500 members,No,No,Yes,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Neutral,Very helpful,Very helpful
281,Male,United States of America,more than 20 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Somewhat unhelpful,Very unhelpful,Neutral,Neutral,Very unhelpful
282,Female,the United Kingdom of Great Britain and Northern Ireland,5 - 10 years,Experiment,> 500 members,No,Yes,Yes,No,Yes,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful
285,Female,Canada,5 - 10 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Very unhelpful,Very unhelpful,Somewhat unhelpful,Very unhelpful,Very unhelpful
287,Male,United States of America,less than 5 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,Somewhat helpful,Neutral,Somewhat unhelpful,Somewhat unhelpful,Neutral
288,Male,Ecuador,5 - 10 years,Experiment,51 - 100 members,No,No,Yes,No,No,No,No,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful,Very helpful
289,Female,United States of America,5 - 10 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Very unhelpful,Neutral,Somewhat helpful,Neutral
290,Male,United States of America,more than 20 years,Experiment,101 - 500 members,No,Yes,Yes,No,No,No,No,Somewhat helpful,Neutral,Neutral,Somewhat helpful,Neutral
292,Male,United States of America,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very unhelpful,Very unhelpful,Somewhat helpful,Somewhat helpful,Very unhelpful
293,Male,Canada,less than 5 years,Experiment,20 - 50 members,No,No,Yes,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful
295,Male,Germany,less than 5 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Very unhelpful,Very unhelpful,Somewhat helpful,Very helpful,Very unhelpful
296,Male,France,more than 20 years,Experiment,101 - 500 members,No,Yes,Yes,No,No,No,No,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
297,Female,United States of America,less than 5 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Very helpful,Very helpful,Very helpful,Neutral,Somewhat helpful
298,Female,France,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very unhelpful,Somewhat unhelpful,Neutral,Neutral,Somewhat unhelpful
299,Male,United States of America,less than 5 years,Experiment,> 500 members,No,Yes,No,Yes,No,No,No,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
301,Male,Russian Federation,more than 20 years,Experiment,> 500 members,Yes,Yes,No,No,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Neutral,Somewhat helpful
303,Male,United States of America,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful
304,Male,Canada,5 - 10 years,Experiment,20 - 50 members,No,No,Yes,Yes,No,No,No,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful,Very helpful
305,Male,United States of America,5 - 10 years,Experiment,> 500 members,Yes,Yes,No,Yes,Yes,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful
307,Male,United States of America,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Neutral,Somewhat helpful,Very helpful,Very helpful,Somewhat helpful
309,Male,Canada,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Very helpful,Somewhat helpful,Neutral,Somewhat unhelpful,Neutral
311,Male,United States of America,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Neutral,Somewhat helpful,Very helpful,Very helpful,Somewhat unhelpful
313,Male,United States of America,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
315,Male,Czech Republic,less than 5 years,Experiment,101 - 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Neutral,Somewhat helpful,Neutral,Neutral
316,Female,United States of America,less than 5 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Very helpful,Very helpful,Somewhat helpful,Neutral
318,Male,Canada,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Neutral,Neutral,Neutral
320,Male,the United Kingdom of Great Britain and Northern Ireland,more than 20 years,Experiment,> 500 members,No,Yes,No,No,No,No,Yes,Neutral,Neutral,Neutral,Somewhat helpful,Neutral
321,Male,United States of America,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Neutral,Somewhat unhelpful,Neutral,Neutral,Very unhelpful
322,Male,Brazil,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful
323,Male,United States of America,more than 20 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,Somewhat unhelpful,Very unhelpful,Neutral,Neutral,Somewhat unhelpful
324,Male,Greece,5 - 10 years,Experiment,> 500 members,No,No,No,No,No,No,Yes,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful
326,Female,Republic of Korea,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Neutral,Neutral,Neutral,Somewhat helpful,Neutral
329,Male,United States of America,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Neutral
330,Male,United States of America,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Neutral,Neutral,Somewhat helpful,Somewhat helpful,Somewhat helpful
332,Female,United States of America,5 - 10 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
334,Male,Denmark,16 - 20 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Somewhat unhelpful,Somewhat unhelpful,Neutral,Very helpful,Somewhat unhelpful
335,Male,Turkey,5 - 10 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful,Very helpful
337,Male,Germany,5 - 10 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful,Neutral
339,Female,France,5 - 10 years,Experiment,> 500 members,No,Yes,Yes,Yes,No,No,No,Very helpful,Somewhat helpful,Very helpful,Very helpful,Somewhat helpful
340,Male,Germany,more than 20 years,Experiment,> 500 members,No,Yes,Yes,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
342,Male,United States of America,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Neutral,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
344,Male,Switzerland,less than 5 years,Experiment,101 - 500 members,No,No,No,No,Yes,No,No,Neutral,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful
345,Male,Germany,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,Very helpful,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful
348,Female,Brazil,16 - 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Somewhat helpful
349,Male,United States of America,less than 5 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Neutral,Neutral
350,Male,Belgium,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Neutral,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Very unhelpful
351,Male,Russian Federation,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Neutral,Neutral,Somewhat helpful
355,Male,Italy,11 - 15 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Very unhelpful,Very unhelpful,Neutral,Somewhat helpful,Very unhelpful
358,Male,Russian Federation,5 - 10 years,Experiment,101 - 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Very helpful,Somewhat helpful
359,Female,Italy,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Neutral,Somewhat helpful,Very helpful,Neutral
360,Male,France,more than 20 years,Experiment,> 500 members,No,No,No,No,No,No,Yes,Very unhelpful,Very unhelpful,Somewhat unhelpful,Neutral,Somewhat unhelpful
362,Male,Belgium,16 - 20 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,Very unhelpful,Neutral,Somewhat helpful,Very helpful,Neutral
363,Male,France,more than 20 years,Experiment,101 - 500 members,No,Yes,No,Yes,No,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful
364,Female,Germany,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
365,Female,Portugal,less than 5 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Somewhat helpful,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful
366,Male,France,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very unhelpful,Very unhelpful,Somewhat helpful,Somewhat helpful,Very unhelpful
367,Male,United States of America,less than 5 years,Experiment,> 500 members,No,Yes,Yes,Yes,Yes,No,No,Neutral,Somewhat helpful,Neutral,Somewhat helpful,Neutral
368,Male,Switzerland,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very unhelpful,Very unhelpful,Somewhat helpful,Somewhat helpful,Very unhelpful
369,Male,Canada,less than 5 years,Experiment,20 - 50 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
370,Male,Belgium,16 - 20 years,Experiment,> 500 members,No,Yes,Yes,No,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful,Very unhelpful
372,Female,Italy,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
373,Male,the United Kingdom of Great Britain and Northern Ireland,less than 5 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
376,Male,Slovakia,more than 20 years,Experiment,> 500 members,No,Yes,No,No,Yes,No,No,Very unhelpful,Neutral,Somewhat helpful,Somewhat helpful,Somewhat unhelpful
377,Male,New Zealand,16 - 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very helpful,Very helpful,Somewhat helpful,Very helpful,Neutral
378,Male,France,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very unhelpful,Very unhelpful,Neutral,Somewhat helpful,Very unhelpful
379,Male,France,less than 5 years,Experiment,101 - 500 members,No,No,No,Yes,No,No,No,Very helpful,Somewhat helpful,Neutral,Very helpful,Neutral
380,Male,France,11 - 15 years,Experiment,20 - 50 members,No,No,Yes,No,No,No,No,Neutral,Neutral,Neutral,Neutral,Neutral
382,Male,France,more than 20 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Neutral
383,Male,Spain,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
384,Male,Italy,more than 20 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Neutral
385,Male,Netherlands,less than 5 years,Experiment,> 500 members,No,No,No,No,Yes,No,Yes,Very unhelpful,Somewhat helpful,Somewhat helpful,Very helpful,Neutral
386,Male,Russian Federation,5 - 10 years,Experiment,101 - 500 members,No,No,Yes,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful
388,Male,Italy,16 - 20 years,Experiment,20 - 50 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
389,Female,Canada,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
390,Male,Netherlands,16 - 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
391,Male,United States of America,more than 20 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Very unhelpful,Very unhelpful,Neutral,Somewhat helpful,Somewhat unhelpful
393,Male,Germany,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very helpful,Very helpful,Somewhat helpful,Neutral,Neutral
395,Female,Spain,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Neutral,Neutral,Somewhat helpful,Somewhat helpful,Neutral
397,Male,Japan,more than 20 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Neutral,Somewhat unhelpful
398,Male,Austria,less than 5 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Neutral,Somewhat helpful,Somewhat helpful,Somewhat helpful,Neutral
399,Male,China,more than 20 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Neutral,Neutral,Neutral,Very helpful,Somewhat unhelpful
402,Female,Canada,less than 5 years,Experiment,20 - 50 members,No,No,No,Yes,No,No,No,Somewhat helpful,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful
403,Male,Germany,11 - 15 years,Experiment,> 500 members,No,Yes,Yes,Yes,No,No,No,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
404,Female,United States of America,more than 20 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
409,Male,Italy,more than 20 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Somewhat helpful,Somewhat unhelpful,Somewhat helpful,Very helpful,Neutral
410,Male,United States of America,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,Very helpful,Somewhat helpful,Very unhelpful,Somewhat helpful,Neutral
411,Male,Germany,less than 5 years,Experiment,< 20 members,No,No,No,Yes,No,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful
412,Male,Germany,more than 20 years,Experiment,101 - 500 members,No,No,Yes,No,No,No,No,Neutral,Neutral,Somewhat helpful,Neutral,Neutral
413,Female,Germany,more than 20 years,Experiment,101 - 500 members,No,No,No,Yes,No,No,No,Somewhat unhelpful,Neutral,Somewhat unhelpful,Somewhat helpful,Neutral
414,Male,United States of America,11 - 15 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Neutral,Neutral,Somewhat helpful,Somewhat helpful,Neutral
416,Male,Japan,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Neutral,Somewhat helpful
418,Male,Netherlands,more than 20 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Somewhat unhelpful,Somewhat unhelpful,Neutral,Neutral,Neutral
419,Male,Canada,more than 20 years,Experiment,101 - 500 members,No,No,No,No,Yes,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Somewhat helpful
420,Male,United States of America,11 - 15 years,Experiment,> 500 members,No,Yes,Yes,Yes,Yes,No,No,Neutral,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful
422,Male,Germany,less than 5 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Neutral,Neutral,Very helpful,Very helpful,Neutral
424,Male,Italy,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Neutral,Neutral,Somewhat helpful,Somewhat helpful,Somewhat helpful
426,Female,United States of America,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Neutral,Somewhat helpful,Neutral,Neutral
428,Male,United States of America,more than 20 years,Experiment,> 500 members,No,No,No,No,No,Yes,No,Very unhelpful,Somewhat unhelpful,Neutral,Somewhat helpful,Somewhat unhelpful
429,Male,Italy,less than 5 years,Experiment,101 - 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Very unhelpful,Somewhat helpful,Very helpful,Very unhelpful
430,Female,Sweden,less than 5 years,Experiment,> 500 members,No,Yes,Yes,Yes,Yes,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful
431,Male,India,16 - 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very unhelpful,Very unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful
432,Male,United States of America,less than 5 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Very helpful,Somewhat helpful,Very helpful,Somewhat unhelpful
434,Male,United States of America,16 - 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Somewhat unhelpful,Very helpful,Very helpful,Somewhat unhelpful
435,Male,Italy,5 - 10 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Neutral
439,Male,Switzerland,11 - 15 years,Experiment,20 - 50 members,No,No,No,Yes,Yes,No,No,Neutral,Neutral,Neutral,Somewhat helpful,Neutral
441,Prefer not to say,Switzerland,5 - 10 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Very unhelpful,Very unhelpful,Very unhelpful,Somewhat helpful,Very unhelpful
443,Male,Belgium,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,Somewhat helpful,Very helpful,Very helpful,Very helpful,Very helpful
446,Male,Italy,16 - 20 years,Experiment,101 - 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
448,Male,Germany,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Neutral,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
449,Female,United States of America,16 - 20 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Neutral,Neutral,Neutral,Somewhat helpful,Neutral
450,Prefer not to say,Italy,11 - 15 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Somewhat helpful,Somewhat helpful,Neutral,Neutral,Somewhat helpful
451,Female,Bulgaria,5 - 10 years,Experiment,> 500 members,No,No,Yes,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Somewhat helpful
455,Male,Italy,5 - 10 years,Experiment,> 500 members,No,Yes,Yes,Yes,Yes,No,No,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful
457,Male,Italy,16 - 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Neutral,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful
458,Male,the United Kingdom of Great Britain and Northern Ireland,less than 5 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat unhelpful,Neutral,Somewhat helpful,Somewhat helpful,Somewhat helpful
459,Male,France,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
460,Male,the United Kingdom of Great Britain and Northern Ireland,5 - 10 years,Experiment,101 - 500 members,No,No,Yes,Yes,No,No,No,Neutral,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Very unhelpful
461,Male,the United Kingdom of Great Britain and Northern Ireland,16 - 20 years,Experiment,> 500 members,No,No,No,No,No,No,Yes,Somewhat helpful,Somewhat helpful,Very unhelpful,Somewhat helpful,Somewhat helpful
462,Male,Germany,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Somewhat helpful
463,Male,the United Kingdom of Great Britain and Northern Ireland,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Very unhelpful,Somewhat helpful,Very helpful,Very unhelpful
466,Male,Poland,more than 20 years,Experiment,> 500 members,No,No,No,No,No,No,Yes,Somewhat unhelpful,Neutral,Somewhat helpful,Somewhat helpful,Neutral
468,Female,China,5 - 10 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful
470,Male,France,less than 5 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Very helpful,Very helpful,Very helpful,Somewhat helpful
471,Male,Germany,less than 5 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful
479,Male,Denmark,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Neutral,Somewhat unhelpful,Neutral,Somewhat helpful,Neutral
480,Prefer not to say,France,less than 5 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,Neutral,Somewhat unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
481,Female,Germany,less than 5 years,Experiment,> 500 members,No,Yes,No,No,Yes,No,No,Very helpful,Very helpful,Very helpful,Somewhat helpful,Very helpful
482,Female,Republic of Korea,11 - 15 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful
486,Male,United States of America,less than 5 years,Experiment,> 500 members,No,No,Yes,Yes,No,No,No,Neutral,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful
487,Male,Switzerland,less than 5 years,Experiment,< 20 members,No,Yes,Yes,Yes,Yes,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Neutral
489,Male,United States of America,11 - 15 years,Experiment,> 500 members,No,Yes,Yes,No,No,No,No,Neutral,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful
490,Female,India,5 - 10 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Very helpful,Somewhat helpful,Very helpful,Very helpful,Very helpful
493,Female,the United Kingdom of Great Britain and Northern Ireland,11 - 15 years,Experiment,> 500 members,Yes,No,No,No,No,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat unhelpful
495,Male,the United Kingdom of Great Britain and Northern Ireland,5 - 10 years,Experiment,> 500 members,No,No,Yes,Yes,Yes,No,No,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
496,Male,Russian Federation,16 - 20 years,Experiment,101 - 500 members,No,Yes,Yes,Yes,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
497,Male,the United Kingdom of Great Britain and Northern Ireland,16 - 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Very helpful,Somewhat unhelpful,Somewhat helpful
501,Prefer not to say,Italy,5 - 10 years,Experiment,101 - 500 members,No,Yes,No,No,No,No,No,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very unhelpful
502,Male,Italy,11 - 15 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Very helpful,Neutral,Neutral,Somewhat helpful,Somewhat unhelpful
507,Female,India,less than 5 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful
509,Male,the United Kingdom of Great Britain and Northern Ireland,more than 20 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Somewhat helpful,Somewhat helpful,Very helpful,Neutral,Very helpful
511,Male,Germany,less than 5 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Somewhat helpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful
512,Male,Turkey,less than 5 years,Experiment,> 500 members,No,Yes,Yes,No,No,No,No,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Neutral
516,Male,Italy,more than 20 years,Experiment,101 - 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Somewhat unhelpful,Neutral,Somewhat helpful,Very unhelpful
518,Male,United States of America,16 - 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
519,Male,Poland,more than 20 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Somewhat helpful
520,Female,Romania,11 - 15 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful
521,Male,the United Kingdom of Great Britain and Northern Ireland,16 - 20 years,Experiment,20 - 50 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
522,Male,Austria,11 - 15 years,Experiment,> 500 members,No,No,No,No,No,No,Yes,Neutral,Neutral,Somewhat helpful,Very unhelpful,Somewhat unhelpful
523,Male,United States of America,5 - 10 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
527,Male,Switzerland,5 - 10 years,Experiment,< 20 members,No,No,No,No,Yes,No,No,Very unhelpful,Somewhat unhelpful,Somewhat helpful,Neutral,Very unhelpful
528,Male,Italy,16 - 20 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,Neutral,Somewhat helpful,Somewhat helpful,Very helpful,Neutral
530,Male,France,more than 20 years,Experiment,< 20 members,No,No,Yes,No,No,No,No,Neutral,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful
532,Male,United States of America,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Very helpful,Somewhat helpful,Neutral
533,Female,United States of America,11 - 15 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat helpful
534,Male,United States of America,5 - 10 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Neutral,Neutral,Neutral,Somewhat helpful,Neutral
539,Male,Germany,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,Somewhat helpful,Neutral,Neutral,Somewhat helpful,Neutral
541,Male,Norway,less than 5 years,Experiment,< 20 members,No,No,No,Yes,No,No,No,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Somewhat unhelpful,Neutral
542,Male,Slovenia,more than 20 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Very helpful,Somewhat helpful,Neutral,Neutral,Somewhat unhelpful
544,Male,Romania,5 - 10 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful,Neutral
548,Male,Austria,more than 20 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,Very unhelpful,Somewhat unhelpful,Very unhelpful,Very unhelpful,Very unhelpful
549,Female,Italy,5 - 10 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,Neutral,Neutral,Neutral,Somewhat unhelpful,Neutral
