id,Completed,Last page seen,Start language,Token,Date last action,Date started,Referrer URL,D1,D2,D3,D4,D4_1,D4_2,p2q1 [OS1],p2q1 [OS2],p2q1 [OS3],p2q2 [OA1],p2q2 [OA2],p3q1E [OD1],p3q1E [OD2],p3q1E [OD3],p3q1E [OD4],p3q1E [OD5],p3q1T [OD1],p3q1T [OD2],p3q1T [OD3],p3q1T [OD6],p3q1T [OD4],p3q1T [OD5],p3q2E [OD_E1],p3q2E [OD_E2],p3q2E [OD_E3],p3q2E [OD_E4],p3q2T [OD_E1],p3q2T [OD_E2],p3q2T [OD_E3],p3q2T [OD_E5],p3q2T [OD_E4],p4q1T [1],p4q1T [2],p4q1T [3],p4q1T [4],p4q1T [5],p4q1T [6],p4q1T [7],p4q1T [8],p4q1T_O,p4q1E [1],p4q1E [2],p4q1E [3],p4q1E [4],p4q1E [5],p4q1E [6],p4q1E [7],p4q1E_O,p4q2,p4q2_O,p5q1 [SQ002],p5q1 [SQ001],p5q1 [SQ004],p5q1 [SQ005],p5q1_N,p5q2 [1],p5q2 [2],p5q2 [3],p5q2 [4],p5q2 [5],p5q2 [6],p5q2 [7],p5q2 [8],p5q2 [9],p6q1 [1],p6q1 [2],p6q1 [3],p6q1 [4],p6q2E [1],p6q2E [2],p6q2E [3],p6q2E [4],p6q2T [1],p6q2T [2],p6q2T [3],p6q2T [4],p7q1E [1],p7q1E [2],p7q1E [3],p7q1E [4],p7q1E [5],p7q1T [1],p7q1T [2],p7q1T [3],p7q2,p8q1 [1],p8q1 [2],p8q1 [3],p8q1 [4],p8q1 [5],p8q1 [6],p8q2 [1],p8q2 [2],p8q2 [3],p8q2 [4],p8q2 [5],p8q2 [6],p8q2 [7],p8q3 [1],p8q3 [2],p8q3 [3],p8q3 [4],interviewtime,groupTime564,D1Time,D2Time,D3Time,D4Time,D4_1Time,D4_2Time,groupTime565,p2q1Time,p2q2Time,groupTime612,p3q1ETime,p3q1TTime,p3q2ETime,p3q2TTime,groupTime566,p4q1TTime,p4q1T_OTime,p4q1ETime,p4q1E_OTime,p4q2Time,p4q2_OTime,groupTime570,p5q1Time,p5q1_NTime,p5q2Time,groupTime568,p6q1Time,p6q2ETime,p6q2TTime,groupTime611,p7q1ETime,p7q1TTime,p7q2Time,groupTime571,p8q1Time,p8q2Time,p8q3Time
363,4/24/18 18:07,8,en,,4/24/18 18:07,4/24/18 16:20,,Male,France,more than 20 years,Experiment,101 - 500 members,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Somewhat agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Strongly agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,,,,,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,,,,,Once every 3 months,Less than once a year,Monthly,Monthly,Weekly,Less than once a year,Very satisfied,No experience,Moderately satisfied,Very satisfied,Moderately satisfied,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot,6405.08,27.27,0,0,0,0,0,0,38.32,0,0,53.32,0,0,0,0,74.99,0,0,0,0,0,0,75.55,0,0,0,5798.37,0,0,0,34.2,0,0,0,303.06,0,0,0
364,4/24/18 16:35,8,en,,4/24/18 16:35,4/24/18 16:21,,Female,Germany,5 - 10 years,Experiment,> 500 members,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Neutral,Somewhat disagree,Neutral,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Rarely affect,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Neutral,Neutral,Somewhat agree,Strongly disagree,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Neutral,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Daily,Daily,Daily,Weekly,Daily,Once every 3 months,Very satisfied,Very satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,No experience,Moderately satisfied,Moderately satisfied,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,793.63,41.07,0,0,0,0,0,0,156.96,0,0,93.69,0,0,0,0,55.91,0,0,0,0,0,0,92.73,0,0,0,195.48,0,0,0,48.26,0,0,0,109.53,0,0,0
365,4/24/18 16:38,8,en,,4/24/18 16:38,4/24/18 16:28,,Female,Portugal,less than 5 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Strongly agree,Strongly agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,No,No,No,,Neutral,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat agree,Strongly agree,Strongly agree,Neutral,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,,,,,Somewhat helpful,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful,,,,,Daily,Daily,Monthly,Daily,Daily,Once every 3 months,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,No experience,Very satisfied,Neither satisfied nor dissatisfied,Somewhat affect,Somewhat affect,Neutral,Affect a lot,591.6,37.41,0,0,0,0,0,0,92.22,0,0,88.02,0,0,0,0,49.32,0,0,0,0,0,0,54.07,0,0,0,147.4,0,0,0,34.04,0,0,0,89.12,0,0,0
366,4/24/18 16:59,8,en,,4/24/18 16:59,4/24/18 16:46,,Male,France,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Neutral,Strongly agree,Somewhat agree,Yes,No,No,No,Yes,No,No,No,No,No,No,Somewhat disagree,Strongly disagree,Neutral,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect,Not at all affect,Affect a lot,Somewhat affect,Neutral,Strongly agree,Neutral,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,,,,,Very unhelpful,Very unhelpful,Somewhat helpful,Somewhat helpful,Very unhelpful,,,,,Less than once a year,Less than once a year,Weekly,Monthly,Daily,Less than once a year,No experience,No experience,Moderately dissatisfied,Moderately satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect,772.72,42.83,0,0,0,0,0,0,123.4,0,0,125.88,0,0,0,0,53.66,0,0,0,0,0,0,98.65,0,0,0,123.22,0,0,0,56.43,0,0,0,148.65,0,0,0
367,4/24/18 16:57,8,en,,4/24/18 16:57,4/24/18 16:51,,Male,United States of America,less than 5 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Yes,Yes,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,Yes,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Neutral,Somewhat affect,Affect a lot,Affect a lot,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,,,,,Neutral,Somewhat helpful,Neutral,Somewhat helpful,Neutral,,,,,Daily,Monthly,Monthly,Weekly,Weekly,Monthly,Very satisfied,Moderately dissatisfied,Moderately dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Moderately satisfied,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,388.17,32.39,0,0,0,0,0,0,52.78,0,0,49.64,0,0,0,0,57,0,0,0,0,0,0,44.75,0,0,0,64.17,0,0,0,26.54,0,0,0,60.9,0,0,0
368,4/24/18 18:44,8,en,,4/24/18 18:44,4/24/18 18:30,,Male,Switzerland,more than 20 years,Experiment,> 500 members,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Neutral,Somewhat disagree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Neutral,Affect a lot,Affect a lot,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Neutral,Somewhat agree,Strongly agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,Very unhelpful,Very unhelpful,Somewhat helpful,Somewhat helpful,Very unhelpful,,,,,Less than once a year,Less than once a year,Weekly,Weekly,Daily,Less than once a year,No experience,No experience,Very satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,808.58,46.28,0,0,0,0,0,0,98.76,0,0,91.21,0,0,0,0,45.46,0,0,0,0,0,0,229.82,0,0,0,116.06,0,0,0,45.81,0,0,0,135.18,0,0,0
369,4/24/18 19:30,8,en,,4/24/18 19:30,4/24/18 19:16,,Male,Canada,less than 5 years,Experiment,20 - 50 members,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,No,No,Yes,No,,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Monthly,Less than once a year,Weekly,Less than once a year,Weekly,Less than once a year,Very satisfied,No experience,Moderately satisfied,No experience,Moderately satisfied,Very satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,822.99,76.81,0,0,0,0,0,0,153.47,0,0,95.08,0,0,0,0,70.39,0,0,0,0,0,0,111.15,0,0,0,137.62,0,0,0,32.86,0,0,0,145.61,0,0,0
370,4/24/18 20:05,8,en,,4/24/18 20:05,4/24/18 19:55,,Male,Belgium,16 - 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,Yes,No,No,No,No,No,No,Somewhat agree,Strongly agree,Neutral,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Somewhat affect,Affect a lot,Neutral,Rarely affect,Neutral,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful,Very unhelpful,,,,,Monthly,Less than once a year,Weekly,Daily,Daily,Less than once a year,Very satisfied,No experience,Moderately satisfied,Very satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,579.22,37.65,0,0,0,0,0,0,117.43,0,0,93.05,0,0,0,0,42.78,0,0,0,0,0,0,81.39,0,0,0,72.1,0,0,0,33.43,0,0,0,101.39,0,0,0
372,4/24/18 22:01,8,en,,4/24/18 22:01,4/24/18 21:40,,Female,Italy,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Neutral,Somewhat agree,Neutral,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Somewhat agree,Neutral,Neutral,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,Yes,Yes,No,No,,Affect a lot,Neutral,Neutral,Neutral,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Affect a lot,Somewhat disagree,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Neutral,Somewhat disagree,Neutral,,,,,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,,,,,Once every 3 months,Monthly,Weekly,Weekly,Daily,Once a year,Moderately satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,No experience,Moderately satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,1241.49,50.99,0,0,0,0,0,0,372.35,0,0,188,0,0,0,0,97.54,0,0,0,0,0,0,156.18,0,0,0,164.08,0,0,0,54.94,0,0,0,157.41,0,0,0
373,4/25/18 1:21,8,en,,4/25/18 1:21,4/25/18 0:57,,Male,the United Kingdom of Great Britain and Northern Ireland,less than 5 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Somewhat agree,Somewhat agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,Each collaboration or team should decide for their work.,,Yes,No,No,No,,Rarely affect,Affect a lot,Neutral,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Neutral,Strongly agree,Neutral,Somewhat disagree,Neutral,Strongly agree,Neutral,Somewhat agree,,,,,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Monthly,Less than once a year,Monthly,Less than once a year,Weekly,Less than once a year,Moderately satisfied,No experience,Moderately satisfied,No experience,No experience,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,1431.08,22.29,0,0,0,0,0,0,74.57,0,0,247.75,0,0,0,0,47.81,0,0,0,0,0,0,501.04,0,0,0,281.28,0,0,0,47.68,0,0,0,208.66,0,0,0
376,4/25/18 7:23,8,en,,4/25/18 7:23,4/25/18 7:12,,Male,Slovakia,more than 20 years,Experiment,> 500 members,,Somewhat agree,Neutral,Strongly agree,Somewhat agree,Neutral,Yes,No,No,Yes,No,No,No,No,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,Yes,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,No,Yes,No,No,,Affect a lot,Affect a lot,Neutral,Somewhat affect,Affect a lot,Neutral,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,,,,,Very unhelpful,Neutral,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,,,,,Weekly,Daily,Daily,Twice a year,Daily,Less than once a year,Moderately dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,No experience,No experience,Moderately satisfied,No experience,Affect a lot,Neutral,Somewhat affect,Affect a lot,615.28,42.34,0,0,0,0,0,0,116.35,0,0,49.78,0,0,0,0,52.29,0,0,0,0,0,0,78.18,0,0,0,108.26,0,0,0,46.94,0,0,0,121.14,0,0,0
377,4/25/18 9:11,8,en,,4/25/18 9:11,4/25/18 9:02,,Male,New Zealand,16 - 20 years,Experiment,> 500 members,,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,No,No,No,Yes,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Neutral,Somewhat disagree,Strongly agree,Strongly agree,,,,,Very helpful,Very helpful,Somewhat helpful,Very helpful,Neutral,,,,,Weekly,Weekly,Once every 3 months,Weekly,Less than once a year,Less than once a year,Moderately satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Neither satisfied nor dissatisfied,No experience,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot,559.22,58.65,0,0,0,0,0,0,62.44,0,0,69.36,0,0,0,0,33.82,0,0,0,0,0,0,65.17,0,0,0,92.02,0,0,0,40.29,0,0,0,137.47,0,0,0
378,4/25/18 9:44,8,en,,4/25/18 9:44,4/25/18 9:31,https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en,Male,France,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Affect a lot,Affect a lot,Neutral,Affect a lot,Neutral,Neutral,Affect a lot,Neutral,Affect a lot,Neutral,Strongly agree,Somewhat agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,,,,,Very unhelpful,Very unhelpful,Neutral,Somewhat helpful,Very unhelpful,,,,,Weekly,Daily,Daily,Less than once a year,Daily,Less than once a year,Moderately dissatisfied,Moderately dissatisfied,Moderately dissatisfied,No experience,No experience,Moderately dissatisfied,No experience,Affect a lot,Neutral,Neutral,Affect a lot,780.92,59.95,0,0,0,0,0,0,130.61,0,0,75.27,0,0,0,0,58.82,0,0,0,0,0,0,120.86,0,0,0,175.27,0,0,0,36.52,0,0,0,123.62,0,0,0
379,4/25/18 9:54,8,en,,4/25/18 9:54,4/25/18 9:49,,Male,France,less than 5 years,Experiment,101 - 500 members,,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,No,No,No,No,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Rarely affect,Somewhat affect,Rarely affect,Neutral,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Neutral,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,,,,,Very helpful,Somewhat helpful,Neutral,Very helpful,Neutral,,,,,Weekly,Less than once a year,Less than once a year,Weekly,Monthly,Less than once a year,Very satisfied,No experience,No experience,Moderately satisfied,Very satisfied,Moderately satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,342.41,22.82,0,0,0,0,0,0,37.96,0,0,33.86,0,0,0,0,35.75,0,0,0,0,0,0,58.21,0,0,0,69.92,0,0,0,20.23,0,0,0,63.66,0,0,0
380,4/25/18 10:26,8,en,,4/25/18 10:26,4/25/18 9:57,,Male,France,11 - 15 years,Experiment,20 - 50 members,,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,No,Yes,No,Yes,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Rarely affect,Somewhat affect,Rarely affect,Somewhat affect,Neutral,Neutral,Neutral,Rarely affect,Neutral,Neutral,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,Once a year,Less than once a year,Twice a year,Once a year,Twice a year,Less than once a year,Very satisfied,No experience,Very satisfied,Moderately satisfied,No experience,Moderately satisfied,No experience,Neutral,Neutral,Neutral,Somewhat affect,1715.69,53.36,0,0,0,0,0,0,152.31,0,0,107.99,0,0,0,0,86.77,0,0,0,0,0,0,701.12,0,0,0,185,0,0,0,97.71,0,0,0,331.43,0,0,0
381,4/25/18 11:23,8,en,,4/25/18 11:23,4/25/18 11:18,,Male,the United Kingdom of Great Britain and Northern Ireland,11 - 15 years,Other,,Accelerator Physics,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,,,,,,No,No,No,No,Yes,Yes,No,No,,No,No,No,No,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Somewhat affect,Neutral,Neutral,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Daily,Weekly,Weekly,Monthly,Monthly,Once every 3 months,Very satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,314.31,32.89,0,0,0,0,0,0,35.89,0,0,46.21,0,0,0,0,28.28,0,0,0,0,0,0,44.72,0,0,0,47.06,0,0,0,22.83,0,0,0,56.43,0,0,0
382,4/25/18 11:47,8,en,,4/25/18 11:47,4/25/18 11:37,,Male,France,more than 20 years,Experiment,> 500 members,,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Affect a lot,Affect a lot,Neutral,Affect a lot,Neutral,Affect a lot,Affect a lot,Affect a lot,Neutral,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Neutral,,,,,Less than once a year,Less than once a year,Weekly,Weekly,Daily,Weekly,No experience,No experience,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No experience,Very dissatisfied,Moderately dissatisfied,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,609.02,32.88,0,0,0,0,0,0,138.08,0,0,55.45,0,0,0,0,49.86,0,0,0,0,0,0,70.44,0,0,0,106.58,0,0,0,44.91,0,0,0,110.82,0,0,0
383,4/25/18 12:45,8,en,,4/25/18 12:45,4/25/18 12:34,,Male,Spain,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,No,No,No,No,Yes,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,The HEP community as a whole should decide and set practices.,,No,No,Yes,No,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Neutral,Somewhat agree,Neutral,Somewhat agree,Strongly agree,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Less than once a year,Less than once a year,Twice a year,Monthly,Weekly,Less than once a year,No experience,Neither satisfied nor dissatisfied,Moderately satisfied,Very satisfied,No experience,Very satisfied,No experience,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect,637.38,34.36,0,0,0,0,0,0,97.11,0,0,87.18,0,0,0,0,42.69,0,0,0,0,0,0,44.35,0,0,0,122.99,0,0,0,49.87,0,0,0,158.83,0,0,0
384,4/25/18 13:36,8,en,,4/25/18 13:36,4/25/18 13:26,,Male,Italy,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Neutral,Somewhat affect,Not at all affect,Not at all affect,Neutral,Somewhat affect,Neutral,Not at all affect,Not at all affect,Neutral,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Neutral,,,,,Daily,Daily,Daily,Weekly,Daily,Weekly,Moderately satisfied,Moderately satisfied,Very satisfied,Moderately satisfied,No experience,Very satisfied,Moderately satisfied,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,588.73,39.23,0,0,0,0,0,0,82.17,0,0,62.66,0,0,0,0,91.93,0,0,0,0,0,0,86.55,0,0,0,102.95,0,0,0,27.69,0,0,0,95.55,0,0,0
385,4/25/18 18:14,8,en,,4/25/18 18:14,4/25/18 18:03,,Male,Netherlands,less than 5 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,Yes,"After the experiment has made the most of the collected data, i.e., some years after its collection",Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Not at all affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Neutral,Strongly disagree,Strongly agree,Somewhat agree,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,,,,,Very unhelpful,Somewhat helpful,Somewhat helpful,Very helpful,Neutral,,,,,Weekly,Weekly,Daily,Weekly,Weekly,Less than once a year,Very satisfied,Very satisfied,Moderately satisfied,No experience,No experience,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot,653.67,33.89,0,0,0,0,0,0,91.28,0,0,65.23,0,0,0,0,86.46,0,0,0,0,0,0,102.96,0,0,0,136.23,0,0,0,37.62,0,0,0,100,0,0,0
386,4/25/18 18:54,8,en,,4/25/18 18:54,4/25/18 18:44,,Male,Russian Federation,5 - 10 years,Experiment,101 - 500 members,,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Neutral,Somewhat agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,Yes,No,No,No,,Each individual researcher should decide for their work autonomously.,,Yes,Yes,No,No,,Rarely affect,Not at all affect,Not at all affect,Rarely affect,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Not at all affect,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,Strongly disagree,Somewhat agree,,,,,Somewhat helpful,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful,,,,,Monthly,Less than once a year,Monthly,Less than once a year,Weekly,Less than once a year,Moderately dissatisfied,No experience,Moderately satisfied,No experience,No experience,Moderately satisfied,No experience,Neutral,Somewhat affect,Somewhat affect,Not at all affect,592.28,62.54,0,0,0,0,0,0,86.74,0,0,55.79,0,0,0,0,39.61,0,0,0,0,0,0,76.96,0,0,0,117.86,0,0,0,29.75,0,0,0,123.03,0,0,0
